t_idx,range_A0,range_A1,range_A2,range_A3,range_A4,range_A5,range_A6,range_A7,gt_A0,gt_A1,gt_A2,gt_A3,gt_A4,gt_A5,gt_A6,gt_A7,class_A0,class_A1,class_A2,class_A3,class_A4,class_A5,class_A6,class_A7,second,msg_idx,t_sec
477,16266.06281075934,5970.908886120701,11848.340089779305,12341.541347266882,2545.9252990142577,6801.2849212777455,17002.677928720557,9676.451793667855,16267.94701245366,5965.408619700748,11801.529561883071,12350.550595013972,2517.1610993339286,6764.325539179795,17004.590556670275,9682.77336304016,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,23000.0,17000.0,23850.0
478,16286.311992142497,5969.41489874277,11799.989174285609,12387.382633541967,2551.778715167705,6700.89993033084,17002.581211391047,9726.373576295573,16296.183602303945,5977.089592770047,11774.361978468305,12380.452334224303,2544.720023892609,6734.656635642236,17031.605913712305,9662.070171552265,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,23000.0,18000.0,23900.0
479,16319.091711275893,5965.654902380828,11790.141153935141,12418.808804175891,2589.6782184099866,6700.849266333138,17049.07105366351,9636.328279951065,16324.426483034553,5988.898062248179,11747.208178967461,12410.354547715384,2572.333570904051,6704.990678591585,17058.631246380817,9641.415871125984,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,23000.0,19000.0,23950.0
480,16311.193476941398,5998.195453188401,11728.949251498168,12495.771129082501,2602.579971950155,6605.302396045146,17082.846944355293,9702.995900637803,16352.675622050356,6000.833275470998,11720.06825918689,12440.257232067188,2599.9999999999986,6675.327707311456,17085.666507338832,9620.810776644556,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,0.0,24000.0
481,16406.921974023397,5988.567809389471,11710.675511206135,12447.899981145729,2587.103415257069,6635.216680885837,17115.45744270834,9544.090539868168,16380.930986973848,6012.8944777037295,11692.94231577322,12470.160383892422,2627.717640843476,6645.66776178286,17112.711649531175,9600.255204941168,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,1000.0,24050.0
482,16374.717766927275,6025.390979215239,11653.585250942324,12511.908337970544,2619.0448399890065,6637.434295156234,17104.25385327071,9629.031503861735,16409.192545643436,6025.080912319768,11665.830446221991,12500.06399983616,2655.4848898082637,6616.010882699635,17139.766626182518,9579.749474803608,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,2000.0,24100.0
483,16385.987517580324,6004.6151928655,11651.253872977319,12579.895074120388,2692.7514979183466,6603.242849089785,17167.35749784564,9528.501953355237,16437.460266111673,6037.391820977003,11638.732748886363,12529.968076575455,2683.3002068348615,6586.357111484313,17166.83139079545,9559.293906978692,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,3000.0,24150.0
484,16451.02996619639,6013.469152192152,11573.28802395264,12571.925078398539,2677.466772990248,6566.293110506113,17154.85121458193,9547.780314780039,16465.73411664357,6049.826443791591,11611.649322985948,12559.872610818948,2711.1621124528865,6556.706490304412,17193.90589714856,9538.888824176536,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,4000.0,24200.0
485,16479.35358864598,6104.582485518675,11594.291835483064,12626.851086096332,2716.399783467709,6528.743362296471,17191.557484551035,9506.12639379222,16494.01406571487,6062.384019509156,11584.580268615693,12589.777599306508,2739.069184960465,6527.059062089146,17220.990099294522,9518.534551074552,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,5000.0,24250.0
486,16514.436955328034,6053.288039052751,11521.06060098956,12577.277519099278,2696.827614280436,6465.7244766414915,17266.90876845837,9450.276458360904,16522.30008201037,6075.063785673365,11557.52568675493,12619.683038808857,2767.020057751658,6497.414870546595,17248.083951558212,9498.231414321299,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,6000.0,24300.0
487,16509.54844903466,6141.591935928814,11511.390797781032,12659.220306402147,2814.2829311785545,6487.6497440747935,17229.517981616576,9471.047952143088,16550.59213442226,6087.864978791826,11530.485679276479,12649.588926127204,2795.01341678354,6467.7739601813555,17275.18740853482,9477.979742540072,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,7000.0,24350.0
488,16530.34337396289,6174.17637026661,11455.614091035404,12648.060051526794,2791.829972529778,6393.236562010949,17342.878242380684,9530.453303364771,16578.890192048442,6100.786834499301,11503.460348955872,12679.49525809289,2823.047998175023,6438.136376312636,17302.30042508799,9457.779866332268,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,8000.0,24400.0
489,16592.921750611535,6074.215893312842,11409.342034518892,12702.078770011361,2841.6316232351282,6388.9632813020635,17336.06421396726,9449.48731256498,16607.194224190913,6113.828587718174,11476.449799480672,12709.402031567024,2851.1225859299716,6408.5021650928675,17329.42295634797,9437.632118280517,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,9000.0,24450.0
490,16645.19669809227,6117.505726657101,11416.40548057268,12759.284236374364,2879.611422560239,6405.522099271865,17380.257224193952,9374.883970880184,16635.504200354135,6126.989472816156,11449.45413545991,12739.309243440164,2879.236009777593,6378.871373526826,17356.55495770978,9417.536832951597,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,10000.0,24500.0
491,16620.793424019685,6117.602502198984,11390.78550018489,12791.874443911216,2917.9264334031645,6382.21956930481,17395.590989353717,9403.753834355277,16663.82009024341,6140.268723761199,11422.47346243361,12769.216890631937,2907.3871431235266,6349.24404949125,17383.69638483139,9397.494346899071,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,11000.0,24550.0
492,16728.133757173644,6167.757394465648,11397.550915785578,12843.538561108648,2939.0303275999854,6310.490023607503,17385.712495868574,9398.595762437055,16692.141863763318,6153.665574273596,11395.50788688245,12799.124970090728,2935.5749011054018,6319.620241755039,17410.847193631904,9377.504998665692,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,12000.0,24600.0
493,16757.581007271365,6165.661635932234,11407.794984950888,12769.933027834179,2962.1346375027924,6288.797152636868,17416.19750911755,9429.084959924989,16720.469491016094,6167.179257975236,11368.557516237493,12829.033478793326,2963.7982387470297,6290.000000000001,17438.007340289772,9357.569128785532,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,13000.0,24650.0
494,16746.81716331942,6168.577085387886,11342.40132229309,12798.858001588836,2969.260111445413,6289.880573925513,17446.308420593024,9312.820824901864,16748.802942300084,6180.809008536019,11341.622458890086,12858.94241374461,2992.05614920576,6260.383374842151,17465.176781241007,9337.687079785874,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,14000.0,24700.0
495,16816.427957203636,6234.761691845937,11330.212538366624,12875.198251956048,3013.163530154303,6206.645919006388,17462.512279606563,9286.526701539538,16777.142188108202,6194.554059817382,11314.70282420179,12888.851771977208,3020.347662107792,6230.770417853637,17492.355473177424,9317.85919618879,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,15000.0,24750.0
496,16786.945566922805,6177.372016292423,11240.887568958207,12925.343630643814,3055.709709393399,6252.184964338119,17499.493221994217,9306.968842201184,16805.48719912636,6208.413646012965,11287.798722514503,12918.761550551195,3048.6718419665963,6201.161181585269,17519.543373044857,9298.085824512484,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,16000.0,24800.0
497,16843.219323610232,6214.771874952607,11283.240272823115,12971.9286221593,3086.8501195357935,6163.886528438238,17536.014534784845,9237.334696308397,16833.837946231986,6222.387001786372,11260.910265160628,12948.671746553777,3077.0277866798674,6171.555719589672,17546.740438041477,9278.367313272309,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,17000.0,24850.0
498,16838.01686713395,6217.813136688979,11200.318411600543,12991.78007609957,3141.313462170284,6114.712213475255,17582.449868688338,9227.680678795623,16862.19440049248,6236.473362406031,11234.037564473429,12978.582357098941,3105.4146261006736,6141.954086445129,17573.946625615998,9258.704012981516,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,18000.0,24900.0
499,16881.408868035553,6229.96207650183,11225.237603255611,12988.129734111948,3164.1813330899986,6104.98471457019,17581.673782178164,9201.497118281337,16890.55653316373,6250.671963877165,11207.180733797417,13008.493379327216,3133.831520678799,6112.356337780056,17601.16189346601,9239.09627615169,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,24000.0,19000.0,24950.0
500,16926.52045099749,6291.838595137619,11188.539525195056,13105.569760397731,3205.171283742492,6073.536697356709,17618.845376522037,9233.63535887745,16918.92431568863,6264.982043070834,11180.339887498947,13038.404810405298,3162.2776601683795,6082.76253029822,17628.38619953625,9219.544457292888,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,0.0,25000.0
501,16922.15714428284,6314.391487046084,11164.363156632166,13076.01041485156,3211.3608724314463,6104.8576183057285,17660.74816258254,9196.657701787313,16947.29771969561,6279.40283785011,11153.515140976855,13068.316647525804,3190.752262398321,6053.172721804656,17655.619502016914,9200.048912913453,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,1000.0,25050.0
502,17020.93830569685,6322.96009967304,11117.077215461748,13098.384481366716,3225.11599958022,6034.441359570491,17642.163763813835,9134.335463285463,16975.676716997175,6293.933587193305,11126.70661067326,13098.228887906944,3219.2545721020556,6023.586971232342,17682.861759342006,9180.610001519508,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,2000.0,25100.0
503,16977.4395789284,6279.631378024009,11080.599693665286,13147.182848054961,3242.715985113739,5999.8971768199335,17673.383827886388,9147.378817526487,17004.061279588474,6308.573531314349,11099.91441408446,13128.14152879226,3247.7838598034814,5994.005338669628,17710.112930187657,9161.228083614118,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,3000.0,25150.0
504,17050.069109498196,6341.170485525535,11051.401454926363,13162.904439041697,3342.304856360504,5963.899947510839,17716.577365086177,9136.69065001526,17032.451379645852,6323.32191178023,11073.138669772,13158.054567450308,3276.339420756034,5964.427885388508,17737.37297347045,9141.903521696126,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,4000.0,25200.0
505,17063.612302751262,6333.642920204882,11045.438856353496,13144.664597266295,3276.041659679568,5930.3746167615145,17759.683809245158,9105.65100201282,17060.84698952546,6338.177971625599,11046.37949737379,13187.968001174402,3304.920573932147,5934.8546738736595,17764.64184834583,9122.63668025862,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,5000.0,25250.0
506,17083.937674179528,6354.971401126896,11046.319421311151,13214.90547522553,3345.4997572192724,5889.037758809373,17809.082385914393,9114.69983471545,17089.24808176182,6353.14095546447,11019.637017615416,13217.881827282312,3333.526661060325,5905.2857678523915,17791.91951420644,9103.427925787075,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,6000.0,25300.0
507,17143.629139161847,6389.6139234724205,11010.573421007985,13244.84352085627,3369.5052225187483,5907.626500178986,17799.643693598442,9065.425393396215,17117.654629066452,6368.2101095990865,10992.91135232155,13247.796043116003,3362.1570457074135,5875.72123232544,17819.205930680524,9084.277626757119,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,7000.0,25350.0
508,17151.509546265,6395.843072833897,10941.479429449553,13275.467769138959,3387.9911491767766,5779.702730130591,17839.913237952554,9060.466618646471,17146.06660432649,6383.384682125934,10966.202624427473,13277.71064604136,3390.8111124036404,5846.161133598695,17846.501057630318,9065.186153631925,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,8000.0,25400.0
509,17169.675192318624,6441.141351276252,10903.0370090355,13282.886956311775,3341.1223918586243,5802.178039330641,17861.935548526675,9030.854563569208,17174.483980603316,6398.663923038934,10939.510957990764,13307.625633447915,3419.4882658082042,5816.605539315865,17873.804855150454,9046.153878859237,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,9000.0,25450.0
510,17236.137051315734,6439.865609999938,10915.17217993111,13326.422611142396,3478.973619956537,5786.461782697042,17876.569182398853,8975.69371654347,17202.90673113122,6414.047084329828,10912.836478203091,13337.541002748592,3448.1879299133307,5787.0545184921175,17901.117283566407,9027.181176868004,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,10000.0,25500.0
511,17218.095394499167,6452.172728600962,10954.475472088436,13369.30506176513,3453.948881831161,5721.959185300213,17944.996950322067,8955.329942493112,17231.334829316038,6429.533420085783,10886.179311402144,13367.456751379446,3476.9095472847703,5757.50814154874,17928.438303432897,9008.268424064641,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,11000.0,25550.0
512,17276.278601775964,6469.653534772095,10872.627968680692,13390.783026641235,3522.600797943282,5733.0946314827,17932.424160276547,9044.928368500097,17259.768248733817,6445.122186584207,10859.539585083707,13397.37287679939,3505.652578336877,5727.96648034885,17955.76787553236,8989.415998828845,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,12000.0,25600.0
513,17277.656581741205,6484.085211398356,10760.358999432996,13465.583502973384,3578.4794129801608,5699.324621847983,17999.86909191552,8987.379736957291,17288.20696312952,6460.812642384858,10832.917427913866,13427.289376489956,3534.4165006405233,5698.429608234183,17983.10596087339,8970.624281509065,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,13000.0,25650.0
514,17297.36743932649,6493.017717582383,10782.054055645167,13438.943540245677,3597.0091025585157,5698.137330784,17989.261255625726,8929.88636411245,17316.65094641571,6476.604048419203,10806.312969741344,13457.206247955035,3563.2008082621464,5668.897600062995,18010.452520689203,8951.893654417481,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,14000.0,25700.0
515,17325.73227459751,6514.474855071071,10749.726798185664,13497.824867891715,3614.4104154513902,5636.723168740352,18068.109427342082,8924.095196739943,17345.100172671242,6492.4956680771065,10779.726341609976,13487.12348872064,3592.0050111323612,5639.370532249146,18037.807516436136,8933.224501824636,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,15000.0,25750.0
516,17367.138948110194,6479.169380356885,10783.672996199943,13494.045482925287,3631.321788974123,5607.70900078859,18033.58741789878,8896.344115638853,17373.554616140013,6508.486767290841,10753.15767577134,13517.041096334651,3620.828634442671,5609.848482802368,18065.17090979213,8914.61720995355,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,16000.0,25800.0
517,17443.500418400876,6530.626340895494,10696.332595456492,13556.118916987058,3645.287797120989,5683.952923437127,18101.09637789551,8884.653421561477,17402.014251229655,6524.57661461646,10726.607105697496,13546.959068366596,3649.671218068826,5580.3315313698,18092.54266265524,8896.072166973468,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,17000.0,25850.0
518,17473.0798900439,6485.5333962937775,10702.90437078536,13636.710257247803,3675.0463374887354,5498.820727939363,18108.045198209802,8921.225304221878,17430.47905251029,6540.764481312563,10700.074766093929,13576.877402407374,3678.532316019528,5550.819759278805,18119.92273714212,8877.589762993108,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,18000.0,25900.0
519,17470.231082602906,6531.883958131106,10653.00350869718,13590.00508793456,3718.247432430862,5561.459133569277,18178.88378597056,8872.850755516734,17458.948994713286,6557.049641416481,10673.56079291255,13606.796096069053,3707.4114959092417,5521.313249581117,18147.311095586585,8859.170390053461,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,25000.0,19000.0,25950.0
520,17447.474709928287,6533.593396398116,10663.062884001343,13596.351014046642,3729.5413278218243,5500.936600483977,18140.57988067725,8810.086572089369,17487.42405273001,6573.431371817919,10647.06532336493,13636.71514698463,3736.308338453882,5491.812087098391,18174.70770053813,8840.814442120136,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,0.0,26000.0
521,17513.08056967357,6605.018460955791,10652.434059048031,13684.846155850917,3767.4321348380495,5439.930515862469,18169.98530488514,8807.196002425333,17515.904201610603,6589.908952330069,10620.588495935619,13666.634552807798,3765.222436988284,5462.316358469181,18202.11251476048,8822.522315075208,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,1000.0,26050.0
522,17556.687484112197,6616.5803769570775,10531.133390823881,13672.984000364704,3830.288623552581,5435.202603631523,18187.01523383705,8874.969042156526,17544.38941656278,6606.481665758258,10594.130450395634,13696.554311212729,3794.153397004397,5432.826152197399,18229.525501230142,8804.294406708583,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,2000.0,26100.0
523,17572.01142098114,6634.678816745517,10579.677070497477,13715.446555909035,3801.273625254506,5466.991808254335,18287.04279922352,8810.78923274214,17572.879672950585,6623.148797966114,10567.691327816121,13726.47441989384,3823.1008357091478,5403.341558702357,18256.946623134983,8786.13111670888,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,3000.0,26150.0
524,17618.6636220448,6609.810116228509,10579.59717633433,13731.100896825235,3860.562985545636,5324.6809732064185,18223.150078353396,8777.581582733399,17601.374946293254,6639.9096379393595,10541.271270582121,13756.394876565588,3852.064381601117,5373.862670370356,18284.37584387282,8768.032846653805,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,4000.0,26200.0
525,17605.602234248134,6597.088450708256,10531.088707494955,13849.918102093761,3922.730481822408,5336.670045050017,18312.078486250888,8776.631187703517,17629.87521226398,6656.763477847174,10514.870422406544,13786.315678962237,3881.043674065006,5344.389581607988,18311.81312704998,8750.0,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,5000.0,26250.0
526,17692.04428728381,6663.403541536477,10489.514259815991,13825.25526904059,3926.654652591522,5310.930095636793,18335.65587912786,8773.42795196502,17658.380446688763,6673.709613101248,10488.488928344252,13816.236824837652,3910.038362983157,5314.922388897133,18339.258436479922,8732.032982072387,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,6000.0,26300.0
527,17723.17624661852,6705.069659615587,10513.700206907015,13834.564939098296,3987.7373118221176,5301.736654157818,18464.842519848284,8678.357742249495,17686.890625545235,6690.747342412505,10462.126934806327,13846.15831196509,3939.0481083632358,5285.461190851751,18366.711736181845,8714.132200052969,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,7000.0,26350.0
528,17694.725367395018,6720.439902691576,10447.70161116384,13934.584307662244,3948.0213394823827,5283.153643837351,18429.046880519778,8717.437497935713,17715.40572496154,6707.875967845559,10435.784589574472,13876.080138136995,3968.072579981369,5256.006088276535,18394.17299037932,8696.298062969094,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,8000.0,26400.0
529,17715.0958309574,6767.327559028549,10446.341789755073,13923.989836758483,4003.2418876562124,5233.340424528825,18419.280089731703,8697.754535708755,17743.92572121513,6725.094794870924,10409.462041815612,13906.002301164772,3997.111457039944,5226.557184227493,18421.642163498884,8678.530981681175,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,9000.0,26450.0
530,17773.38463632006,6716.94738315445,10351.701692751783,13913.363711269047,4032.8283951159606,5196.305908981459,18455.57953396741,8675.855762876236,17772.45059073171,6742.403132415028,10383.159442096612,13935.924798878617,4026.1644278394774,5197.114584074515,18449.11922016875,8660.831368869853,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,10000.0,26500.0
531,17782.160682306538,6803.770097958428,10348.845617587769,13952.84481958383,4069.7027765837756,5112.5830894947885,18452.888091725694,8672.631822983334,17800.980310084047,6759.800292908068,10356.87694239919,13965.847629127276,4055.231189463801,5167.67839556604,18476.60412521738,8643.199639022578,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,11000.0,26550.0
532,17777.392198119032,6810.812818237715,10375.948793125754,13984.687129643175,4093.0658305008105,5171.8213414413985,18490.09316803091,8651.669474035429,17829.514855990892,6777.28559232972,10330.614696134979,13995.77078977789,4084.3114474780214,5138.248728895867,18504.09684367221,8625.636208419643,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,12000.0,26600.0
533,17837.919741461956,6780.53028145279,10280.392764231,14035.973694691605,4148.143987215593,5103.3023088086875,18493.45986596093,8575.660290451002,17858.05420531588,6794.858350252786,10304.37285816075,14025.694278715759,4113.404915638626,5108.825696772202,18531.5973407583,8608.141495119606,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,13000.0,26650.0
534,17898.43631770751,6867.841382286595,10289.963334773263,14044.011197324646,4165.496834620711,5072.2244554214485,18547.757025376064,8561.962145773266,17886.598335066396,6812.517889884767,10278.151584793834,14055.618093844185,4142.511315615202,5079.409414489051,18559.10558189699,8590.715918944124,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,14000.0,26700.0
535,17957.400687719957,6754.087300582572,10275.886809836036,14071.629884950324,4159.3201547796825,5100.769454683534,18565.19759993865,8552.95782684135,17915.147222392567,6830.263538107442,10251.951033827661,14085.542233084247,4171.630376723231,5050.0,18586.62153270465,8573.359901462203,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,15000.0,26750.0
536,17939.789017418516,6860.510047088824,10212.515691078734,14068.250926458571,4174.790890240975,5059.037589688491,18616.388462665385,8569.606484484924,17943.7008445861,6848.094625514457,10225.77136454752,14115.466694374649,4200.761835667428,5020.597573994555,18614.14515899132,8556.073865973809,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,16000.0,26800.0
537,17964.416542864103,6846.22555556179,10249.93982124273,14139.74571995997,4216.604339909422,5024.086530967709,18620.005615993457,8521.016417179659,17972.259179079294,6866.010486446988,10199.612737746469,14145.391475671502,4229.9054362952365,4991.202259977049,18641.67642675948,8538.85823749288,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,17000.0,26850.0
538,18001.12960396444,6884.018562150145,10181.263656178515,14238.066647630025,4269.148376750471,4890.472565465776,18679.004270505662,8522.849842564383,18000.82220344393,6884.0104590275005,10173.47531574142,14175.316574948161,4259.060929359899,4961.814184348301,18669.21530220272,8521.713442729695,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,18000.0,26900.0
539,18030.69339612079,6909.4723044735365,10146.49891375916,14203.663627403364,4306.619398585919,4916.171052574245,18668.331161635317,8595.353353651291,18029.38989539025,6902.093885191652,10147.359262389404,14205.241990195027,4288.228072292796,4932.43347649008,18696.76175170449,8504.63991007262,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,26000.0,19000.0,26950.0
540,18036.48650945248,6923.264398092184,10076.394935577737,14238.661771870939,4289.4098624639,4889.786080567005,18755.667681810002,8501.79835662052,18057.96223276591,6920.260110718382,10121.264743103997,14235.167719419396,4317.4066289845805,4903.060268852506,18724.31574183687,8487.638069569177,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,0.0,27000.0
541,18103.591479292212,6885.372340106442,10150.298779966828,14229.337321316994,4392.45319400352,4904.341013023977,18769.1972216128,8445.058809479251,18086.53919355497,6938.508485258198,10095.191924871959,14265.09376064525,4346.596369574705,4873.694697044532,18751.877239359263,8470.708352906502,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,1000.0,27050.0
542,18119.668451221427,6942.7107200403825,10070.012163415182,14287.52394414053,4314.638755051856,4877.990424457124,18777.01299652072,8439.307181406026,18115.12075587684,6956.838362359728,10069.140976270024,14295.020111913096,4375.797070249028,4844.336899927587,18779.446211217197,8453.851193391094,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,2000.0,27100.0
543,18126.897081000425,6986.002886785586,10016.29937733304,14257.291504525592,4417.22240714137,4830.560109651219,18801.03366980075,8402.629939672208,18143.70689798532,6975.249099494583,10043.112067481872,14324.946771279814,4405.008513045122,4814.987019712515,18807.02262454108,8437.067025927907,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,3000.0,27150.0
544,18174.96566449421,6949.804087031104,9986.288452414688,14332.352798723323,4459.54865779165,4774.766873546903,18821.170454291667,8478.997062461123,18172.297598267534,6993.7400580805115,10017.105370315321,14354.873736818448,4434.230485664903,4785.64520206001,18834.606446644957,8420.356286998787,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,4000.0,27200.0
545,18211.46671015866,7022.480438817201,9980.03003586338,14366.909856588956,4397.870588093845,4785.373812142298,18875.64693619804,8398.344434843762,18200.892835243,7012.310603502955,9991.121058219644,14384.801006618058,4463.46278129436,4756.3115961845915,18862.19764502535,8403.719414640165,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,5000.0,27250.0
546,18225.37578650752,7053.044433002833,9918.518004110745,14397.032138836965,4458.61611254323,4780.131633436928,18916.065853315587,8321.076069186027,18229.492587562607,7030.960105135002,9965.159306303136,14414.728578783575,4492.705198430006,4726.986354962325,18889.79618735999,8387.156848420089,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,6000.0,27300.0
547,18212.683985208445,7045.717566155039,9925.047084988653,14404.92498519329,4580.3004078412805,4707.045832461942,18931.646531192546,8349.908580937587,18258.096834007647,7049.687936355764,9939.220291350828,14444.656451435596,4521.957540711765,4697.6696350424645,18917.40204150665,8370.669029414554,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,7000.0,27350.0
548,18308.37377790419,7057.080491737803,9904.803896631172,14492.914681505004,4502.349689810271,4716.272432758646,18950.486851943682,8392.684726446496,18286.70555348885,7068.493474567263,9913.304191842399,14474.584622710247,4551.2196167620805,4668.361596963116,18945.01517550197,8354.256400183085,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,8000.0,27400.0
549,18283.056132346872,7059.681147488966,9852.554181322294,14512.022020938972,4582.470739088468,4625.130050694201,18942.213481773702,8299.921516651682,18315.31872504544,7087.376101209812,9887.411187970289,14504.513090759026,4580.4912400309195,4639.0624052711355,18972.63555756026,8337.919404743609,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,9000.0,27450.0
550,18342.48181083002,7092.3675983882895,9840.973251887264,14580.854538332582,4607.302458300661,4647.873516664253,18984.26559059186,8329.00177706058,18343.93632784414,7106.335201775948,9861.541461658011,14534.441853748634,4609.772228646444,4609.772228646444,19000.26315607234,8321.65848854662,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,10000.0,27500.0
551,18370.8940606906,7074.4414965374235,9878.545345766548,14560.316301649844,4661.454951860125,4557.930378357073,19022.952608156975,8279.468527650864,18372.55834117829,7125.3701658229675,9835.695196578632,14564.370909860818,4639.0624052711355,4580.4912400309195,19027.897939604365,8305.474098448565,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,11000.0,27550.0
552,18438.26469894976,7153.822667407586,9820.884183973907,14635.045781705376,4703.051835870084,4574.179892846172,19012.888056485568,8268.49630909901,18401.18474446686,7144.480386984066,9809.87257817348,14594.300257292227,4668.361596963113,4551.219616762084,19055.53987689669,8289.366682684511,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,12000.0,27600.0
553,18399.698873173213,7185.491273786938,9789.19335192352,14582.514521245343,4692.007308652127,4477.134170640202,19081.59424222063,8223.675515720422,18429.815517253555,7163.665262978164,9784.073793671017,14624.22989425426,4697.6696350424645,4521.957540711765,19083.18893686273,8273.336690840039,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,13000.0,27650.0
